Time,Latitude,Longitude,Course,feet
Fri 01:01:58 AM,34.9133,72.9407,↓ 184°,
Fri 01:03:06 AM,34.7562,72.928,↓ 184°,
Fri 01:04:07 AM,34.6153,72.9167,↓ 184°,
Fri 01:04:55 AM,34.3051,73.6294,↓ 189°,"31,700"
Fri 01:05:28 AM,34.2253,73.615,↓ 189°,"30,800"
Fri 01:05:58 AM,34.1529,73.6019,↓ 189°,"29,975"
Fri 01:08:06 AM,33.951,73.34,↙ 227°,
Fri 01:10:02 AM,33.7676,73.1038,↙ 227°,
Fri 01:12:06 AM,33.571,72.8524,↙ 227°,
Fri 01:14:05 AM,33.5555,72.8326,↙ 227°,
Fri 01:15:59 AM,33.5555,72.8326,← 302°,
Fri 01:17:03 AM,33.5555,72.8326,← 302°,
Fri 01:18:06 AM,33.5555,72.8326,← 302°,
Fri 01:19:07 AM,33.5555,72.8326,← 302°,
Fri 01:19:24 AM,33.4308,72.5573,↙ 240°,"6,025"
Fri 01:19:40 AM,33.4251,72.5356,← 264°,"6,000"
Fri 01:20:00 AM,33.43,72.5073,← 297°,"5,675"
Fri 01:20:20 AM,33.4467,72.4872,↖ 329°,"5,350"
Fri 01:20:40 AM,33.4677,72.4802,↑ 357°,"5,200"
Fri 01:21:00 AM,33.4877,72.4855,↗ 26°,"5,000"
Fri 01:21:30 AM,33.5093,72.5085,↗ 48°,"4,950"
Fri 01:22:00 AM,33.5279,72.534,↗ 49°,"4,475"
Fri 01:22:30 AM,33.5469,72.5603,↗ 49°,"3,900"
Fri 01:23:01 AM,33.5653,72.5854,↗ 48°,"3,700"
Fri 01:23:20 AM,33.5761,72.6003,↗ 56°,"3,700"
Fri 01:23:38 AM,33.5798,72.6168,→ 92°,"3,725"
Fri 01:24:02 AM,33.5766,72.6422,→ 101°,"3,725"
Fri 01:24:24 AM,33.5734,72.6635,→ 100°,"3,700"
Fri 01:24:41 AM,33.571,72.6792,→ 100°,"3,725"
Fri 01:24:57 AM,33.5689,72.6929,→ 101°,"3,550"
Fri 01:25:28 AM,33.565,72.7175,→ 101°,"3,175"
Fri 01:25:48 AM,33.5626,72.733,→ 100°,"2,900"
Fri 01:26:09 AM,33.56,72.75,→ 101°,"2,650"
